,Static Single Frame,Static Multi Frame,Animated Linear,Animated Non Linear,Animated Real Time,Hybrid Time Dimension,Static Single View,Static Multi View,Animated Localized,Animated Global,Animated Path,Hybrid Space Dimension,Emphasizing Actions,Explaining Concepts,Conveying Emotions,Creating Atmosphere,Stepwise Cluster Formation,Spatial Cluster Boundary,Force Directed Cluster,Incremental Classification Boundary,Tree Expansion,Progressive Manifold Projection,Hybrid Cluster,Non Interactive,Semi Interactive,Fully Interactive,Emotional Experience,Cognitive Optimization,Immersive Experience,Inspiring Experience,Information Overload,Visual Fatigue,Interaction Confusion,Emotional Burden,Rule Based,AI or ML Generative,Real Time,Virtual Reality (VR),Augmented Reality (AR),Eye Tracking,Motion Sensing Devices,Multi Modal Interaction,Education,Journalism,Social Advocacy,Business,Healthcare,Environmental Science,Academic Research
Inspiring Experience,0.5508934263890232,0.8208631135146052,0.7620595543081343,0.9362737319911586,0.3814564675360887,0.8506182876359882,0.6290155281177874,0.8155231464862559,0.9142396890570559,0.8296487108511106,0.573523613301604,0.8349078163727782,0.9357462738586962,0.9364338177780996,0.7331380221211026,0.4902464163025278,0.7622901815613564,0.9357003312509096,0.5787705672009662,0.21860128737156237,0.4701749035994721,0.6147030215541234,0.8921621362680181,0.7403688598325908,0.6313294555556165,0.896004479408684,0.8021952149038386,0.9405449999966361,0.7172462665435282,1.0,0.8386395878212142,0.6769097057210891,0.8204868154158215,0.5510864453563405,0.9588983604246,0.424625092029136,0.29894287965022576,0.22452766864587054,0.5719478859445615,-0.13761373239585614,0.1464316795277438,0.5094626671204896,0.9498897516914825,0.8705002943744882,0.5675696753754506,0.7585871474457401,0.35127715901047496,0.7897708617152086,0.9450234546132302
Information Overload,0.6184318310272692,0.5763184059787749,0.8419457944027483,0.8905956025572538,0.5122324428144883,0.8931466567159521,0.6429220972169615,0.5876874870095818,0.8464620887805128,0.9084829800613952,0.6747003414401229,0.9170003911759694,0.8825597804913231,0.8932154905798029,0.6655633679948862,0.6914615930359982,0.8398110364815145,0.7882064380768173,0.4208293858176435,0.3492464592470236,0.6339829324588478,0.6440439986714105,0.8403055981724622,0.8688011536813386,0.6987805098716984,0.7462710116179455,0.7925889537048479,0.8879772344264377,0.8940918325066451,0.8386395878212142,1.0,0.8141285011754552,0.8230772037173154,0.6158300155185422,0.9004060928689188,0.6591302173148681,0.4102698239011438,0.37045884085162123,0.5414895349330848,-0.049394512113549505,0.36016243714756735,0.560391065258297,0.9033125665018669,0.8244081429539211,0.7348855945808672,0.8341882748712857,0.5186423771922697,0.8431075233227147,0.870370916660855
Visual Fatigue,0.5903845108170557,0.4108643301101548,0.8700535057824275,0.8107915451574769,0.4497402100611347,0.8184810948429491,0.7008981610462801,0.513107132974928,0.7387649099043486,0.8261425847959344,0.5192868177323239,0.7894773142317655,0.7680941946541375,0.7747657498463856,0.6250129551982715,0.6378471020828563,0.6935146895678039,0.7193424767179228,0.3082573996425538,0.23332250989446848,0.5272256090572001,0.5507974951552179,0.634097459718337,0.8070173565373026,0.7013615115421133,0.5493494484303217,0.6730062843989825,0.7662474617915943,0.833072593521853,0.6769097057210891,0.8141285011754552,1.0,0.6742860246911625,0.6418622415435611,0.7632681937672637,0.6107241286309693,0.6560307618728098,0.43094709677458415,0.4177694950591046,0.39971904628367233,0.2980810697552627,0.6235482187768214,0.8017009702804961,0.5684346692545859,0.6129351724337435,0.6654595521161717,0.4309470967745842,0.5713220503642534,0.7727812328459756
Interaction Confusion,0.6846494434958231,0.6590685732926368,0.6444492801324205,0.8664364554387556,0.6396991203370692,0.8117180610672694,0.6622883898066376,0.619104348513179,0.8340166699841685,0.7475558880666403,0.5305093423039836,0.8478940688633465,0.7890219506218329,0.7972341962164902,0.5403322435762671,0.4746921821777707,0.8750807945586407,0.8640514453574943,0.4957850814625923,0.43873125507439437,0.37900030252124745,0.7074235890511141,0.7320473658742749,0.6747308198283668,0.5014996078405501,0.8645847334560214,0.5725916374931993,0.8390101168890459,0.7878889778002554,0.8204868154158215,0.8230772037173154,0.6742860246911625,1.0,0.5080460032228439,0.8436734322716211,0.557716538784537,0.5571628902459317,0.42732685322923747,0.6325070738681033,-0.18831352854169786,0.3696799778241402,0.7700633862466387,0.8098661627967223,0.6527131767945716,0.5836329680747556,0.49872511423768384,0.5721834136459282,0.8005731987295505,0.7907119499542264
Emotional Burden,0.7998538433145439,0.6586705672078679,0.7062326221595696,0.5395500661452071,0.33426966292134835,0.6301256900343456,0.8121477303555568,0.733891432962532,0.556709797561009,0.7436606641349844,0.45337583832221356,0.5691190692970113,0.5603965749490818,0.673920715434611,0.8299128954129809,0.7228857636473123,0.5132541873189767,0.423019003852045,0.3647440504126098,0.39941998283035657,0.09520661677244008,0.2628957752789581,0.4068295510314205,0.6706906044114268,0.6969212908480857,0.4832289266888389,0.4340051843919914,0.6142025071262114,0.6651467639097232,0.5510864453563405,0.6158300155185422,0.6418622415435611,0.5080460032228439,1.0,0.6268545367304681,0.559010775439539,0.4497612147783068,0.6509016784147914,0.5599135739316142,0.0482149391418364,0.655182841403108,0.6564102759823629,0.6655044236774664,0.573875917913591,0.8264958838756824,0.6115741659274837,0.1687522869964274,0.4833970964010735,0.667634109659376
Rule Based,0.6790316074335873,0.7613381390310662,0.8423711448903373,0.9671134145970202,0.46995931085123177,0.922966239085197,0.7459463891610285,0.7765007904333736,0.9139032830680933,0.9159516189076916,0.6972510705434101,0.9316667284544464,0.9590577136854741,0.9802510328833426,0.7769803691294696,0.615327151388084,0.803827498044722,0.8989558746073423,0.4294670115089812,0.27696073794121573,0.5277730933466807,0.6399111055320451,0.9210020098791616,0.8604758070111663,0.715928081654272,0.8551128577882434,0.8530948000520164,0.976511058436897,0.8309586073982639,0.9588983604246,0.9004060928689188,0.7632681937672637,0.8436734322716211,0.6268545367304681,1.0,0.4779784449742972,0.3648384475597886,0.2244192484332246,0.5270215275093628,-0.08727415216847621,0.18801652892561982,0.5496306775319695,0.980427323222836,0.8789430711829571,0.6613245560604076,0.8155756842841005,0.38026594873407493,0.834710743801653,0.9773123051803954
AI or ML Generative,0.3683345270119754,0.28792302132911657,0.5307913977317401,0.5384168580640176,0.772595081149929,0.7252064827184626,0.32425742574257405,0.24217345206657137,0.6431907815620038,0.5881588632625918,0.3135935509104075,0.645823337052224,0.5280818310538301,0.5535427610648104,0.40533051443314466,0.7541828651599531,0.5124445488823867,0.4010923937377455,0.20277534234348538,0.6543573960538043,0.2904589813299992,0.43992024060969154,0.49615792939267517,0.6692819640264355,0.43348956188784227,0.26404445070327587,0.19484716128272395,0.590706473102631,0.7317621962143392,0.424625092029136,0.6591302173148681,0.6107241286309693,0.557716538784537,0.559010775439539,0.4779784449742972,1.0,0.6130548362682378,0.7694224621301707,0.7778879213001494,0.09052028966237304,0.5925296272220602,0.5354923386657313,0.5695394920682801,0.5660469992658471,0.7570240421630166,0.451074314299865,0.4299713758962718,0.6450322524189515,0.5238348385718813
Real Time,0.46341697836438506,0.23406605280037052,0.41675405833557155,0.46735977140224216,0.5976279155273392,0.5206503430302043,0.5002758805396469,0.2512936537598617,0.43096334426827776,0.4368659655355549,0.1570128383597602,0.4760057961911966,0.33019561423734584,0.3810850533977767,0.2584905048238733,0.38271796890706955,0.5032059067306777,0.39386127165127394,0.1669931246128225,0.5635865876894075,-0.05873119030003218,0.47634160003570525,0.21165590679311233,0.42637649130168004,0.2764483099550849,0.3124311736018643,0.04483718377759071,0.40210350968844416,0.6249125662009903,0.29894287965022576,0.4102698239011438,0.6560307618728098,0.5571628902459317,0.4497612147783068,0.3648384475597886,0.6130548362682378,1.0,0.5816389095155531,0.3929887459459297,0.3172575870084836,0.45564976420130804,0.5484729361528486,0.4075154646093038,0.15024126532510693,0.3933433433658469,0.03832571153302102,0.5816389095155531,0.267256111694998,0.39044344557388655
Virtual Reality (VR),0.4533195363651628,0.3275274696729968,0.35855608743019207,0.279779804373093,0.6147404740584141,0.3889244574524507,0.362081158649492,0.288793397476942,0.42157303796595214,0.4166096834139011,0.1023944459118173,0.2820853611789858,0.23800069761188258,0.31629949739260843,0.4334712473608559,0.6006518394578404,0.44360103514492866,0.25583769529632877,0.2583280363883031,0.4694293305629905,-0.06809065496481956,0.3433408204766999,0.13646089308833403,0.3477817868464501,0.2817871326050849,0.22180276504481197,-0.04048635839544393,0.32021582366957607,0.5090348201898308,0.22452766864587054,0.37045884085162123,0.43094709677458415,0.42732685322923747,0.6509016784147914,0.2244192484332246,0.7694224621301707,0.5816389095155531,1.0,0.7688517444384897,0.13793103448275862,0.7885843035223027,0.7041853885655862,0.32731699635303496,0.2684763230524585,0.6596104170482323,0.18745314257080398,0.13793103448275862,0.36857744621151123,0.3166149799748184
Augmented Reality (AR),0.3609832133339171,0.49586790854731466,0.39242986553056974,0.5349152458336082,0.6942928316752016,0.6331740956421024,0.33638396596763204,0.3960582090908451,0.7029681049852162,0.51073657036094,0.1902548585369404,0.545670702898112,0.5283657869040163,0.5709114201205474,0.4895659102988441,0.611532156276397,0.5928719560238492,0.5659063979493502,0.31058084162368016,0.4665400781315175,0.0948873091650102,0.5012442988963363,0.5595637103925327,0.4682600465896143,0.2195645248140586,0.4887964378675008,0.2507533919640748,0.6121425711713748,0.5235769437873706,0.5719478859445615,0.5414895349330848,0.4177694950591046,0.6325070738681033,0.5599135739316142,0.5270215275093628,0.7778879213001494,0.3929887459459297,0.7688517444384897,1.0,-0.19221293610962237,0.5096471914376255,0.6853615811339366,0.5858557735891134,0.5848523864047233,0.6572029360417128,0.43189061474589846,0.0961064680548112,0.7326178376915868,0.571154483042144
Eye Tracking,0.02158664458881731,-0.12737179376172098,0.16208699842734714,0.05676691682932325,0.0723224087127546,0.018520212259640522,0.13578043449355948,-0.05500826618608418,0.025222318510783503,0.07301406822717856,-0.1023944459118172,-0.04637019635818944,0.006181836301607319,-0.04518564248465832,0.09349379845038068,0.14810593301700178,-0.1011721659102469,-0.0182741210925949,-0.27352380323467385,-0.131003534110602,0.10213598244722932,-0.02452434431976432,-0.16939972935103545,0.09576599927655872,0.19088805757118657,-0.24243558039781765,-0.01799393706464175,-0.0338689813496667,0.14543852005423744,-0.13761373239585614,-0.049394512113549505,0.39971904628367233,-0.18831352854169786,0.0482149391418364,-0.08727415216847621,0.09052028966237304,0.3172575870084836,0.13793103448275862,-0.19221293610962237,1.0,-0.24000391846330954,0.03353263755074218,-0.018017449340534036,-0.10183584667507048,-0.05735742756941146,-0.07498125702832155,-0.034482758620689676,-0.2742901925294966,-0.021517522910909956
Motion Sensing Devices,0.4722001408015175,0.2492715366390721,0.35488510285436203,0.16664258432419599,0.34357149000406884,0.30691138542736296,0.34501725129385785,0.2780320332875099,0.1934634890030104,0.38718949474029574,0.20362199405250028,0.2407756553916265,0.14546981440830356,0.26956903404291915,0.3267722317103504,0.4308777554844842,0.36627145622691226,0.10498218870465487,0.4129842690630074,0.4269537266599737,-0.1354053417332591,0.2763588377240009,0.06862145516956798,0.307377873877621,0.3494736924984128,0.2359253577103877,-0.03578281334822568,0.21838371950982852,0.4398548198686919,0.1464316795277438,0.36016243714756735,0.2980810697552627,0.3696799778241402,0.655182841403108,0.18801652892561982,0.5925296272220602,0.45564976420130804,0.7885843035223027,0.5096471914376255,-0.24000391846330954,1.0,0.5112373581455452,0.26275017964554415,0.1810327049183558,0.6146631544568422,0.19881069312188604,0.2742901925294966,0.27840909090909083,0.2526637574423919
Multi Modal Interaction,0.7487095570268835,0.5072454196587043,0.51903458590228,0.5493991853679282,0.5938950116030902,0.564310682122703,0.7115446143914512,0.49926422295930645,0.6236956005938352,0.5624493885174707,0.35403775792757775,0.5711721054582583,0.5149855955906516,0.5370520147193485,0.5289758024359793,0.5494290644258594,0.7164411019482614,0.6002515431380503,0.3152441624956403,0.3751043399889974,0.17657204893949385,0.4610731755429477,0.3630208976440138,0.4868761106716317,0.3594709112277257,0.5618006477335896,0.3237156070437802,0.5668944998534068,0.5951895415409886,0.5094626671204896,0.560391065258297,0.6235482187768214,0.7700633862466387,0.6564102759823629,0.5496306775319695,0.5354923386657313,0.5484729361528486,0.7041853885655862,0.6853615811339366,0.03353263755074218,0.5112373581455452,1.0,0.5431511658941629,0.354106956453713,0.6445345579840576,0.3402712139673593,0.2570835545556901,0.5723635640107733,0.5340765156599143
Education,0.6410318044252914,0.762713126216444,0.8931096697960137,0.9689278423192657,0.510150078718058,0.9515640555443687,0.7114316838638377,0.7676549450908091,0.9388335736991426,0.9470248703944727,0.7014669367794718,0.9247289933763173,0.9749357772164924,0.9942336775594968,0.7964205322546142,0.6792792459529022,0.7875241496628631,0.8975438171039998,0.4393400167623602,0.32133536366544074,0.5203250012811843,0.6492486357240872,0.9195452833404759,0.8883995073845137,0.7646745699900663,0.8166433620333531,0.8093503897033126,0.9878002424630443,0.8675810856201996,0.9498897516914825,0.9033125665018669,0.8017009702804961,0.8098661627967223,0.6655044236774664,0.980427323222836,0.5695394920682801,0.4075154646093038,0.32731699635303496,0.5858557735891134,-0.018017449340534036,0.26275017964554415,0.5431511658941629,1.0,0.9102108171076259,0.7109455542979249,0.8358007253316911,0.37236061970437,0.8419948938641301,0.9925994190141848
Journalism,0.5129020125127631,0.7745735806759227,0.7534072484645027,0.8498433857949628,0.4994446428458508,0.8717991485132586,0.547820083368199,0.7021151602588417,0.8822421347659128,0.8536717719835042,0.6780986137051637,0.84171099321431,0.9200141062621211,0.9138893945613163,0.7400953852360412,0.6987967882667918,0.6449312460903199,0.7582756503995292,0.34133520194263184,0.3800459455378581,0.4958647654229847,0.5311259335849159,0.8872775304255162,0.8195914281349723,0.7060962836228815,0.7035066448248031,0.707733597841621,0.9181194313595448,0.7671069072078079,0.8705002943744882,0.8244081429539211,0.5684346692545859,0.6527131767945716,0.573875917913591,0.8789430711829571,0.5660469992658471,0.15024126532510693,0.2684763230524585,0.5848523864047233,-0.10183584667507048,0.1810327049183558,0.354106956453713,0.9102108171076259,1.0,0.7117811423878505,0.8320686103056902,0.29162083366042907,0.8545357342332558,0.9006533021623621
Social Advocacy,0.7540360317130567,0.5896371905217869,0.7643486192644893,0.5965206645363176,0.6326814852309807,0.7461868775135593,0.6754662033664485,0.582034330149964,0.721208067532656,0.8041040048283227,0.7191262644907314,0.7191712430756367,0.6757987798385379,0.7432512054970072,0.776000895042739,0.9382752685269663,0.6228030710523753,0.45369651536920513,0.2050173593073644,0.558890450013112,0.4058470415368447,0.34447376442556066,0.5835497473344623,0.8393202253299061,0.6787127112075895,0.39753897085244444,0.46891104625796803,0.7175789497561837,0.8047113580901866,0.5675696753754506,0.7348855945808672,0.6129351724337435,0.5836329680747556,0.8264958838756824,0.6613245560604076,0.7570240421630166,0.3933433433658469,0.6596104170482323,0.6572029360417128,-0.05735742756941146,0.6146631544568422,0.6445345579840576,0.7109455542979249,0.7117811423878505,1.0,0.7344694570337214,0.229429710277646,0.7160508912744658,0.7084445136073556
Business,0.4928617957462598,0.5231550136288381,0.8473067324746216,0.7288672092485465,0.2708399877678857,0.7624717467365991,0.5494905283289264,0.5731460055630417,0.7443227371829241,0.8529776441983704,0.7421742124946991,0.7590256280962047,0.8244508756731518,0.8515365033138463,0.7639083632016629,0.7395219969510743,0.6204972205684106,0.6313653464802085,0.25332608855555555,0.08704100784506139,0.6847782591159253,0.40884124399416666,0.8322034229829497,0.8402626121441954,0.6983848172502677,0.5383819020581654,0.8803582330469626,0.8011860122354286,0.6983848172502677,0.7585871474457401,0.8341882748712857,0.6654595521161717,0.49872511423768384,0.6115741659274837,0.8155756842841005,0.451074314299865,0.03832571153302102,0.18745314257080398,0.43189061474589846,-0.07498125702832155,0.19881069312188604,0.3402712139673593,0.8358007253316911,0.8320686103056902,0.7344694570337214,1.0,0.07498125702832159,0.7517529333671316,0.8310602799202821
Healthcare,0.29141970194903327,0.2668742345483678,0.3094388151794808,0.4419709953140164,0.31339710442193663,0.48152551875065325,0.30550597761050896,0.22003306474433673,0.33149332899886835,0.33071077961722045,0.23892037379424028,0.5332572581191786,0.4080011959060844,0.33136137822082784,-0.03399774489104753,0.10696539606783462,0.40468866364098754,0.3776651692469615,0.4102857048520109,0.633183748201243,0.14469264180024155,0.3433408204766999,0.23057185383890935,0.34778178684645006,0.32723667012203417,0.42813091857486957,0.07197574825856694,0.38179578975987916,0.5090348201898309,0.35127715901047496,0.5186423771922697,0.4309470967745842,0.5721834136459282,0.1687522869964274,0.38026594873407493,0.4299713758962718,0.5816389095155531,0.13793103448275862,0.0961064680548112,-0.034482758620689676,0.2742901925294966,0.2570835545556901,0.37236061970437,0.29162083366042907,0.229429710277646,0.07498125702832159,1.0,0.32571960362877733,0.30124532075273985
Environmental Science,0.5204933370198545,0.5799583735513896,0.6707002861284272,0.8110387067713895,0.7051205579734666,0.8716283346137107,0.5269013457259457,0.456929694050375,0.872377029115427,0.7978665875071169,0.678739980175001,0.8926629351487427,0.8533546155078655,0.84614724574583,0.5605833975031013,0.7144934932717396,0.8331385940936105,0.788375859407072,0.19138295395602786,0.46856362374971694,0.473918696066407,0.6990252954195318,0.890519338677804,0.757586227192941,0.4639564538340996,0.7129048852553022,0.6507999177708542,0.876086089715831,0.7802903996300768,0.7897708617152086,0.8431075233227147,0.5713220503642534,0.8005731987295505,0.4833970964010735,0.834710743801653,0.6450322524189515,0.267256111694998,0.36857744621151123,0.7326178376915868,-0.2742901925294966,0.27840909090909083,0.5723635640107733,0.8419948938641301,0.8545357342332558,0.7160508912744658,0.7517529333671316,0.32571960362877733,1.0,0.8247230308452268
Academic Research,0.6677391622320815,0.7811129795814175,0.8841673760282864,0.9595541763857885,0.5107544208016471,0.930044313328139,0.7336377520948938,0.7890803276605731,0.9327726630979499,0.9484933801221888,0.7180577607908792,0.9022786697886921,0.9618074032732908,0.9962660804772165,0.8299055247742012,0.6816535454664324,0.7913501293069499,0.8908976847196587,0.4072866135326827,0.2750860677573386,0.4886249331128278,0.6660618785427305,0.91920184698483,0.8782591489598977,0.7498077120301165,0.8166457263451592,0.8228786494948386,0.9811541209767499,0.8551481326683534,0.9450234546132302,0.870370916660855,0.7727812328459756,0.7907119499542264,0.667634109659376,0.9773123051803954,0.5238348385718813,0.39044344557388655,0.3166149799748184,0.571154483042144,-0.021517522910909956,0.2526637574423919,0.5340765156599143,0.9925994190141848,0.9006533021623621,0.7084445136073556,0.8310602799202821,0.30124532075273985,0.8247230308452268,1.0
